_id	id	fuel_id	phev_type	light_duty_fuel_configuration_id	light_duty_manufacturer_id	light_duty_category_id	model	model_year	photo_url	electric_range	total_range	transmission_type	engine_type	engine_size	engine_cylinder_count	engine_description	notes	manufacturer_name	manufacturer_url	fuel_code	fuel_name	light_duty_fuel_configuration_name	category_name	alternative_fuel_economy_combined	conventional_fuel_economy_combined	fuel_economy_estimated_by_manufacturer	drivetrain	charging_rate_level_2	charging_rate_dc_fast	charging_speed_level_1	charging_speed_level_2	charging_speed_dc_fast	battery_voltage	battery_capacity_amp_hours	battery_capacity_kwh	seating_capacity	alternative_fuel_economy_city	alternative_fuel_economy_highway	conventional_fuel_economy_city	conventional_fuel_economy_highway	light_duty_emission_certifications
656fa0b500da217b6e1af007	13167	45		9.0	211	29	X7 M60i xDrive	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13167/photo_upload/7f448920c4fa07fa7a0364e2bd3ede3b.jpg?b55cf36867			Auto	SI	4.4L	8.0	4.4L V8		BMW	https://www.bmwusa.com	HYBR	Hybrid Electric	Hybrid Electric	SUV		18	False	AWD						nan	nan	nan				16	21	[]
656fa0b500da217b6e1af008	13168	45		9.0	211	29	X7 xDrive40i	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13168/photo_upload/9f4f35e4a0134ca9c68f7106d9d56a85.jpg?d11f9a42c3			Auto	SI	3.0L	6.0	3.0L V6		BMW	https://www.bmwusa.com	HYBR	Hybrid Electric	Hybrid Electric	SUV		22	False	AWD						nan	nan	nan				21	25	[]
656fa0b500da217b6e1af009	13343	57	Blended	9.0	211	29	XM	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13343/photo_upload/2a022a1dda73a9e21da0ec389519e7b7.jpg?a88341693b	31	300	Auto	SI	4.4L	8.0	"4.4L V8;
145 kW electric motor"		BMW	https://www.bmwusa.com	PHEV	Plug-in Hybrid Electric	Hybrid Electric	SUV	73	14	False	AWD						317.0	93.0	29.0				12	17	[]
656fa0b500da217b6e1af00a	13123	35		1.0	231	29	Escalade 2WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13123/photo_upload/d4214895c9436c054f49646dfab40c00.jpg?8fbd71ae0b			Auto	CI	3.0L	6.0	3.0L V6		Cadillac	http://www.cadillac.com	BD	Biodiesel (B20)	Dedicated	SUV		23	False	RWD						nan	nan	nan				21	27	[]
656fa0b500da217b6e1af00b	13124	35		1.0	231	29	Escalade 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13124/photo_upload/e06a1953bda1bf763442541ed0cd791a.jpg?8fbd71ae0b			Auto	CI	3.0L	6.0	3.0L V6		Cadillac	http://www.cadillac.com	BD	Biodiesel (B20)	Dedicated	SUV		22	False	4WD						nan	nan	nan				20	26	[]
656fa0b500da217b6e1af00c	13109	41		1.0	231	29	Lyric	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13109/photo_upload/75e42b141b248d3487e0d199d67a18f0.jpg?b93b10c54b	312		Auto	e-motor	255 kW electric motor	nan	255 kW electric motor		Cadillac	http://www.cadillac.com	ELEC	Electric	Dedicated	SUV	89		False	RWD	11.5-19.2	190	4	29	401	400.0	298.0	119.0	5	97	82			[]
656fa0b500da217b6e1af00d	13339	41		1.0	231	29	Lyric AWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13339/photo_upload/a69c07a4c767c84d54f65d30a4625904.jpg?b93b10c54b	307		Auto	e-motor	155 and 220 kW	nan	155 and 220 kW electric motor		Cadillac	http://www.cadillac.com	ELEC	Electric	Dedicated	SUV	89		False	AWD	11.5-19.2	190	4	29	401	400.0	298.0	119.0	5	96	81			[]
656fa0b500da217b6e1af00e	13111	41		1.0	215	27	Bolt EUV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13111/photo_upload/9fa2a31c8dee52ef08cfe4cc0f677c55.jpg?2d7eabf307	247		Auto	e-motor	150 kW electric motor	nan	150 kW electric motor		Chevrolet	http://www.chevrolet.com	ELEC	Electric	Dedicated	Sedan/Wagon	115		False	FWD	11.5	50	4	39	136	400.0	189.0	75.0	5	125	104			[]
656fa0b500da217b6e1af00f	13110	41		1.0	215	27	Bolt EV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13110/photo_upload/11e2999991492ab2af13dd3218bff3de.jpg?7923ab29c2	259		Auto	e-motor	150 kW electric motor	nan	150 kW electric motor		Chevrolet	http://www.chevrolet.com	ELEC	Electric	Dedicated	Sedan/Wagon	120		False	FWD	11.5	50	4	41	142	400.0	189.0	75.0	5	131	109			[]
656fa0b500da217b6e1af010	13125	35		1.0	215	25	Silverado 2WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13125/photo_upload/e9486c5e70312a3ad6406cd0175af2b4.jpg?8eda9c8726			Auto	CI	3.0L	6.0	3.0L V6		Chevrolet	http://www.chevrolet.com	BD	Biodiesel (B20)	Dedicated	Pickup		26	False	RWD						nan	nan	nan				24	29	[]
656fa0b500da217b6e1af011	13135	11		5.0	215	25	Silverado 2WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13135/photo_upload/726444e5f09a47d10174eddb95e3de10.jpg?8eda9c8726			Auto	SI	5.3L	8.0	5.3L V8		Chevrolet	http://www.chevrolet.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Pickup	13	18	False	RWD						nan	nan	nan		12	15	16	20	[]
656fa0b500da217b6e1af012	13136	11		5.0	215	25	Silverado 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13136/photo_upload/6ffb03ee310b7a063e0658dc21376325.jpg?d3e8175a1a			Auto	SI	5.3L	8.0	5.3L V8		Chevrolet	http://www.chevrolet.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Pickup	12	17	False	4WD						nan	nan	nan		11	14	15	19	[]
656fa0b600da217b6e1af013	13126	35		1.0	215	25	Silverado 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13126/photo_upload/58a9b4aad7a767130a316784005d7afd.jpg?d3e8175a1a			Auto	CI	3.0L	6.0	3.0L V6	Also available with mud terrain tires at reduced fuel economy	Chevrolet	http://www.chevrolet.com	BD	Biodiesel (B20)	Dedicated	Pickup		22-24	False	4WD						nan	nan	nan						[]
656fa0b600da217b6e1af014	13129	35		1.0	215	29	Suburban 2WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13129/photo_upload/1a8bc14089145501c8aed49854209a96.jpg?c84e06b12c			Auto	CI	3.0L	6.0	3.0L V6		Chevrolet	http://www.chevrolet.com	BD	Biodiesel (B20)	Dedicated	SUV		23	False	RWD						nan	nan	nan				21	27	[]
656fa0b600da217b6e1af015	13130	35		1.0	215	29	Suburban 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13130/photo_upload/51fedfefa38c25989b8a00095662dc33.jpg?c84e06b12c			Auto	CI	3.0L	6.0	3.0L V6		Chevrolet	http://www.chevrolet.com	BD	Biodiesel (B20)	Dedicated	SUV		22	False	4WD						nan	nan	nan				20	26	[]
656fa0b600da217b6e1af016	13127	35		1.0	215	29	Tahoe 2WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13127/photo_upload/7f3a5fdfceaa19427eb1f10e44427e73.jpg?7bc1413e6f			Auto	CI	3.0L	6.0	3.0L V6		Chevrolet	http://www.chevrolet.com	BD	Biodiesel (B20)	Dedicated	SUV		24	False	RWD						nan	nan	nan				21	28	[]
656fa0b600da217b6e1af017	13128	35		1.0	215	29	Tahoe 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13128/photo_upload/f81946684a8f1287f956551762f2d618.jpg?7bc1413e6f			Auto	CI	3.0L	6.0	3.0L V6		Chevrolet	http://www.chevrolet.com	BD	Biodiesel (B20)	Dedicated	SUV		22	False	4WD						nan	nan	nan				20	26	[]
656fa0b600da217b6e1af018	13290	57	Blended	9.0	223	9	Pacifica Hybrid	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13290/photo_upload/5baaaded4327c8904746e3b908c8f741.jpg?30ed99b688	32	520	Auto	SI	3.6L	6.0	"3.6L V6;
89 kW electric motor"		Chrysler	http://www.chrysler.com	PHEV	Plug-in Hybrid Electric	Hybrid Electric	Van	82	30	False	FWD	6.6		3	16		360.0	47.0	16.0	7			29	30	[]
656fa0b600da217b6e1af019	13620	11		5.0	225	27	Challenger SRT Demon 170	2023				Auto	SI	6.2L	8.0	6.2L V8		Dodge	http://www.dodge.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Sedan/Wagon	15	9	False	RWD						nan	nan	nan		13	18	8	13	[]
656fa0b600da217b6e1af01a	13472	57	Blended	9.0	409	27	296 GTB Spider	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13472/photo_upload/d327d1ccf76715fedb8a348463537bc9.jpg?c69ec0da7a	7	320	Auto	SI	2.9L	6.0	2.9L V6; 137 kW electric motor		Ferrari	http://www.ferrari.com/en_us/	PHEV	Plug-in Hybrid Electric	Hybrid Electric	Sedan/Wagon	47	18	False	RWD						294.0	21.0	6.0				15	21	[]
656fa0b600da217b6e1af01b	13470	57	Blended	9.0	409	27	SF90 Spider	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13470/photo_upload/a1a8c88535aca6a585270d47631db6b0.jpg?d804b86c8c	8	320	Auto	SI	3.9L	8.0	3.9L V8; 99 kW, 99 kW, and 150 kW electric motors		Ferrari	http://www.ferrari.com/en_us/	PHEV	Plug-in Hybrid Electric	Hybrid Electric	Sedan/Wagon	44	17	False	AWD						309.0	21.0	6.0				16	19	[]
656fa0b600da217b6e1af01c	13471	57	Blended	9.0	409	27	SF90 Stradale	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13471/photo_upload/8c97d6c5057183c3f0659e2e5f95eee0.jpg?d804b86c8c	9	330	Auto	SI	3.9L	8.0	3.9L V8; 99 kW, 99 kW, and 150 kW electric motors		Ferrari	http://www.ferrari.com/en_us/	PHEV	Plug-in Hybrid Electric	Hybrid Electric	Sedan/Wagon	51	18	False	AWD						309.0	21.0	6.0				16	20	[]
656fa0b600da217b6e1af01d	13390	41		1.0	367	29	Ocean Extreme, One	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13390/photo_upload/9fadca4a7993b80db97fdfbb33bdcc67.jpg?84d2f2ce03	360		Auto	e-motor	207 kW	nan	207 kW electric motors (x2)		Fisker Automotive	http://www.fiskerautomotive.com/en-ca/	ELEC	Electric	Dedicated	SUV	92		False	Part-Time 4WD						380.0	298.0	113.0		99	84			[]
656fa0b600da217b6e1af01e	13324	45		9.0	219	29	Escape AWD HEV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13324/photo_upload/5d4974ede096bfd5156e7a149c1c0c73.jpg?b35aabd9eb			Auto	SI	2.5L I4	4.0	2.5L I4		Ford	https://www.ford.com	HYBR	Hybrid Electric	Hybrid Electric	SUV		39	False	Part-Time 4WD						nan	nan	nan				42	36	[]
656fa0b600da217b6e1af01f	13314	45		9.0	219	29	Escape FWD HEV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13314/photo_upload/b227a41378dbcf0b948cc7ab4b0e1d02.jpg?b9a90be5ed			Auto	SI	2.5L I4	4.0	2.5L I4		Ford	https://www.ford.com	HYBR	Hybrid Electric	Hybrid Electric	SUV		39	False	Part-Time 4WD						nan	nan	nan				42	36	[]
656fa0b600da217b6e1af020	13473	57	Blended	9.0	219	29	Escape FWD PHEV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13473/photo_upload/1ccaffc663efcda6bae268abde7eb09c.jpg?9aaa212540	37	520	Auto	SI	2.5L	4.0	"2.5L I4;
78 kW electric motor"		Ford	https://www.ford.com	PHEV	Plug-in Hybrid Electric	Hybrid Electric	SUV	101	40	False	FWD	5		4	15		302.0	48.0	14.0	5			42	37	[]
656fa0b600da217b6e1af021	13320	11		5.0	219	29	Explorer AWD FFV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13320/photo_upload/2b3a9126db33ba1b20fe0cccf0f4f1f0.jpg?8ce2174533			Auto	SI	3.3L	6.0	3.3L V6		Ford	https://www.ford.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	SUV	15	20	False	Part-Time 4WD						nan	nan	nan		13	18	17	25	[]
656fa0b600da217b6e1af022	13322	45		9.0	219	29	Explorer HEV AWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13322/photo_upload/92041b3e40e193c7cf0cb6da86737c54.jpg?f085b3c5e6			Auto	SI	3.3L V6	6.0	3.3L V6	Includes Platinum model	Ford	https://www.ford.com	HYBR	Hybrid Electric	Hybrid Electric	SUV		23-25	False	Part-Time 4WD						nan	nan	nan						[]
656fa0b600da217b6e1af023	13321	45		9.0	219	29	Explorer HEV RWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13321/photo_upload/2b7cc07e54444a1c667f264f749817a7.jpg?f085b3c5e6			Auto	SI	3.3L V6	6.0	3.3L V6	Includes Platinum model	Ford	https://www.ford.com	HYBR	Hybrid Electric	Hybrid Electric	SUV		26-27	False	RWD						nan	nan	nan						[]
656fa0b600da217b6e1af024	13252	11		5.0	219	25	F150 2WD FFV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13252/photo_upload/ff154e28bfe3fbc97f5855bc41b1faab.jpg?b3065bfcc0			Auto	SI	5.0L	8.0	5.0L V8	Available with Start/Stop Delete option	Ford	https://www.ford.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Pickup	14-15	19-20	False	RWD						nan	nan	nan						[]
656fa0b600da217b6e1af025	13254	11		5.0	219	25	F150 4WD FFV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13254/photo_upload/7b4817e548753723a25b390f622200ba.jpg?26d8e29d8c			Auto	SI	3.3L	6.0	3.3L V6		Ford	https://www.ford.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Pickup	15	20	False	Part-Time 4WD						nan	nan	nan		14	18	19	22	[]
656fa0b600da217b6e1af026	13253	11		5.0	219	25	F150 4WD FFV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13253/photo_upload/8382e002dc1c7e00aada5e72a1457f07.jpg?26d8e29d8c			Auto	SI	5.0L	8.0	5.0L V8	Available in Tremor edition and with Start/Stop Delete option	Ford	https://www.ford.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Pickup	13-14	17-19	False	Part-Time 4WD						nan	nan	nan						[]
656fa0b600da217b6e1af027	13330	41		1.0	219	25	F150 Lightning 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13330/photo_upload/71c5d7859309d8960540f765953dc099.jpg?4259730986	240		Auto	e-motor	358 kW electric motors (x2)	nan	358 kW electric motors (x2)		Ford	https://www.ford.com	ELEC	Electric	Dedicated	Pickup	68		False	AWD	11.6-19.6	150	2	24-40	249	378.0	328.0	123.0	5					[]
656fa0b600da217b6e1af028	13317	41		1.0	219	25	F150 Lightning 4WD Plat/Ext. Range	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13317/photo_upload/6c0b5aab4fe5b90472581d30552bd087.jpg?4259730986	300-320		Auto	e-motor	210 kW electric motors (x2)	nan	210 kW electric motors (x2)	Includes Platinum and Extended Range models	Ford	https://www.ford.com	ELEC	Electric	Dedicated	Pickup	66-70		False	AWD	11.6-19.6	150	2	24-40	249	403.0	410.0	165.0	5					[]
656fa0b600da217b6e1af029	13251	11		5.0	219	25	F150  Pickup 2WD FFV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13251/photo_upload/d992890b7e8e15561f72655e8d916be3.jpg?b3065bfcc0			Auto	SI	3.3L	6.0	3.3L V6	Available with Start/Stop Delete option	Ford	https://www.ford.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Pickup	15-16	20-21	False	RWD						nan	nan	nan						[]
656fa0b600da217b6e1af02a	13257	45		9.0	219	25	F150 Pickup 2WD HEV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13257/photo_upload/423d82c5fca4852ac5bf1f425e7950c9.jpg?37d54f30ec			Auto	SI	3.5L V6	6.0	3.5L V6		Ford	https://www.ford.com	HYBR	Hybrid Electric	Hybrid Electric	Pickup		25	False	RWD						nan	nan	nan				25	25	[]
656fa0b600da217b6e1af02b	13258	45		9.0	219	25	F150 Pickup 4WD HEV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13258/photo_upload/6cad76a3c70540c10e2bb0cc39801b5a.jpg?974bda44d0			Auto	SI	3.5L V6	6.0	3.5L V6		Ford	https://www.ford.com	HYBR	Hybrid Electric	Hybrid Electric	Pickup		23	False	4WD						nan	nan	nan				23	23	[]
656fa0b600da217b6e1af02c	13323	45		9.0	219	25	Maverick Pickup HEV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13323/photo_upload/55a6e379e9673cd3968f62899ddb0abe.jpg?c6bbc85e1a			Auto	SI	2.5L I4	4.0	2.5L I4		Ford	https://www.ford.com	HYBR	Hybrid Electric	Hybrid Electric	Pickup		37	False	FWD						nan	nan	nan				40	33	[]
656fa0b600da217b6e1af02d	13334	41		1.0	219	29	Mustang Mach-E AWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13334/photo_upload/ce8f7fb28178f79f43de86af468f33a4.jpg?3db7ea4397	224		Auto	e-motor	198 kW electric motors (x2)	nan	198 kW electric motors (x2)		Ford	https://www.ford.com	ELEC	Electric	Dedicated	SUV	93		False	AWD	11	115-150	3	30	331	404.0	288.0	116.0	5	99	86			[]
656fa0b600da217b6e1af02e	13335	41		1.0	219	29	Mustang Mach-E AWD CAL RT 1/EXT	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13335/photo_upload/be6811a794dc1aad3e0296907eb00026.jpg?7bb8d635aa	290-312		Auto	e-motor	258 kW electric motors (x2)	nan	258 kW electric motors (x2)	Includes California Route 1 and Extended models	Ford	https://www.ford.com	ELEC	Electric	Dedicated	SUV	92-98		False	AWD	11	115-150	3	30	331	404.0	288.0	116.0	5					[]
656fa0b600da217b6e1af02f	13333	41		1.0	219	29	Mustang Mach-E GT	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13333/photo_upload/65847bc98f04f1aa58c214a03017c13e.jpg?4a590ae2f1	260-270		Auto	e-motor	180  kW electric motor	nan	180  kW electric motors (x2)	Includes Performance model	Ford	https://www.ford.com	ELEC	Electric	Dedicated	SUV	82-84		False	AWD	11	115-150	3	30	331	404.0	288.0	116.0	5					[]
656fa0b600da217b6e1af030	13391	41		1.0	219	29	Mustang Mach-E RWD Extended	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13391/photo_upload/f030a1c14af47574249da0fbc6d6889f.jpg?419e3a9105	310		Auto	e-motor	216 kW electric motor	nan	216 kW electric motor		Ford	https://www.ford.com	ELEC	Electric	Dedicated	SUV	99		False	RWD	11	115-150	3	30	331	404.0	288.0	116.0	5	105	92			[]
656fa0b600da217b6e1af031	13332	41		1.0	219	29	Mustang Mach-E RWD (incl. LFP)	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13332/photo_upload/25a982eaa978d41a7e54db2cb814e001.jpg?3db7ea4397	247-250		Auto	e-motor	198 kW electric motor	nan	198 kW electric motor		Ford	https://www.ford.com	ELEC	Electric	Dedicated	SUV	101-103		False	RWD	11	115-150	3	30	331	410.0	223.0	91.0	5					[]
656fa0b600da217b6e1af032	13229	41		1.0	478	27	Electrified G80	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13229/photo_upload/5c821741d8b1284c228ecd3fc27df9a1.jpg?4ccfe7810b	282		Auto	e-motor	TBD	nan	TBD		Genesis	https://www.genesis.com/us/en/genesis.html	ELEC	Electric	Dedicated	Sedan/Wagon	97		False	AWD						523.0	167.0	87.0		105	89			[]
656fa0b600da217b6e1af033	13169	45		9.0	478	27	G90 MHEV	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13169/photo_upload/09c725ecadaf1ce83b578d014a4e1c5d.jpg?810bf1f67e			Auto	SI	3.5L	6.0	3.5L V6		Genesis	https://www.genesis.com/us/en/genesis.html	HYBR	Hybrid Electric	Hybrid Electric	Sedan/Wagon		20	False	AWD						nan	nan	nan				17	24	[]
656fa0b600da217b6e1af034	13112	41		1.0	478	27	GV60 Advance	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13112/photo_upload/04c07b5a32198f576fd4a89d20f9e8d0.jpg?c3aad756f8	248		Auto	e-motor	74 and 160 kW electric motors	nan	74 and 160 kW electric motors		Genesis	https://www.genesis.com/us/en/genesis.html	ELEC	Electric	Dedicated	Sedan/Wagon	95		False	AWD						697.0	111.0	77.0		103	86			[]
656fa0b600da217b6e1af035	13113	41		1.0	478	27	GV60 Performance	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13113/photo_upload/a2f8a90ac249c49068d76b85b5d6f267.jpg?c3aad756f8	235		Auto	e-motor	160 kW electric motors (X2)	nan	160 kW electric motors (X2)		Genesis	https://www.genesis.com/us/en/genesis.html	ELEC	Electric	Dedicated	Sedan/Wagon	90		False	AWD						697.0	111.0	77.0		97	82			[]
656fa0b600da217b6e1af036	13131	35		1.0	213	25	Sierra 2WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13131/photo_upload/dab570df6f4be6ba1d5b6d2965f7fc41.jpg?f222621f15			Auto	CI	3.0L	6.0	3.0L V6		GMC	http://www.gmc.com	BD	Biodiesel (B20)	Dedicated	Pickup		26	False	RWD						nan	nan	nan				24	29	[]
656fa0b600da217b6e1af037	13137	11		5.0	213	25	Sierra 2WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13137/photo_upload/27199c544d783a6f103616f031a21c56.jpg?f222621f15			Auto	SI	5.3L	8.0	5.3L V8		GMC	http://www.gmc.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Pickup	13	18	False	RWD						nan	nan	nan		12	15	16	20	[]
656fa0b600da217b6e1af038	13138	11		5.0	213	25	Sierra 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13138/photo_upload/4c8cdf282b625a5a8e5ee1aa006d5d51.jpg?6a26f179ae			Auto	SI	5.3L	8.0	5.3L V8		GMC	http://www.gmc.com	E85_GSLN	Ethanol (E85)	Flexible Fuel	Pickup	12	17	False	4WD						nan	nan	nan		11	14	15	19	[]
656fa0b600da217b6e1af039	13132	35		1.0	213	25	Sierra 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13132/photo_upload/123d6f2ef698022d8a3060731ef9f337.jpg?6a26f179ae			Auto	CI	3.0L	6.0	3.0L V6	Also available with mud terrain tires at reduced fuel economy	GMC	http://www.gmc.com	BD	Biodiesel (B20)	Dedicated	Pickup		22-24	False	4WD						nan	nan	nan						[]
656fa0b600da217b6e1af03a	13133	35		1.0	213	29	Yukon/Yukon XL 2WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13133/photo_upload/eb2327e913a094ef5673242a092daf07.jpg?33042258c4			Auto	CI	3.0L	6.0	3.0L V6		GMC	http://www.gmc.com	BD	Biodiesel (B20)	Dedicated	SUV		23	False	RWD						nan	nan	nan				21	27	[]
656fa0b600da217b6e1af03b	13134	35		1.0	213	29	Yukon/Yukon XL 4WD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13134/photo_upload/1d84aba526060d3518aad8f29ea49863.jpg?0a5fa1e712			Auto	CI	3.0L	6.0	3.0L V6		GMC	http://www.gmc.com	BD	Biodiesel (B20)	Dedicated	SUV		22	False	4WD						nan	nan	nan				20	26	[]
656fa0b600da217b6e1af03c	13325	45		9.0	209	27	Accord	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13325/photo_upload/ec00f1e462473b1f04bf601079854d21.jpg?0c061f6519			Auto	SI	2.0L	4.0	2.0L I4	Includes Sport/Touring models	Honda	http://automobiles.honda.com	HYBR	Hybrid Electric	Hybrid Electric	Sedan/Wagon		44-48	False	FWD						nan	nan	nan						[]
656fa0b600da217b6e1af03d	13259	45		9.0	209	29	CR-V AWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13259/photo_upload/280fd9e975acb4d3af937a724261e9b6.jpg?477970e5a1			Auto	SI	2.0L	4.0	2.0L I4		Honda	http://automobiles.honda.com	HYBR	Hybrid Electric	Hybrid Electric	SUV		37	False	AWD						nan	nan	nan				40	34	[]
656fa0b600da217b6e1af03e	13260	45		9.0	209	29	CR-V FWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13260/photo_upload/0c32d2309bba0cad1017d9a5b6f6bb09.jpg?477970e5a1			Auto	SI	2.0L	4.0	2.0L I4		Honda	http://automobiles.honda.com	HYBR	Hybrid Electric	Hybrid Electric	SUV		40	False	FWD						nan	nan	nan				43	36	[]
656fa0b600da217b6e1af03f	13170	45		9.0	351	27	Elantra Hybrid/Hybrid Blue	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13170/photo_upload/ee90d9b9f2b127522195cd2727702117.jpg?a9f1e13df3			Auto	SI	1.6L	4.0	1.6L I4		Hyundai	http://www.hyundaiusa.com/	HYBR	Hybrid Electric	Hybrid Electric	Sedan/Wagon		50-54	False	FWD						nan	nan	nan						[]
656fa0b600da217b6e1af040	13342	41		1.0	351	27	Ioniq 6 Long range AWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13342/photo_upload/f5ec22ed8855877648cbdd1cf369bf1f.jpg?e3ec82f4d8	270-316		Auto	e-motor	74 and 165 kW 	nan	74 and 165 kW electric motors	"Includes models with 18"" and 20"" wheels"	Hyundai	http://www.hyundaiusa.com/	ELEC	Electric	Dedicated	Sedan/Wagon	103-121		False	AWD						697.0	111.0	77.0						[]
656fa0b600da217b6e1af041	13340	41		1.0	351	27	Ioniq 6 Long range RWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13340/photo_upload/dfb172a25438da0968e3d87cb4739a5e.jpg?e3ec82f4d8	305-361		Auto	e-motor	168 kW	nan	168 kW electric motor	"Includes models with 18"" and 20"" wheels"	Hyundai	http://www.hyundaiusa.com/	ELEC	Electric	Dedicated	Sedan/Wagon	117-140		False	RWD						697.0	111.0	77.0						[]
656fa0b600da217b6e1af042	13341	41		1.0	351	27	Ioniq 6 Standard range RWD	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13341/photo_upload/c0c615bc535010c6099e6e9cc7a718e1.jpg?e3ec82f4d8	240		Auto	e-motor	111 kW	nan	111 kW electric motor		Hyundai	http://www.hyundaiusa.com/	ELEC	Electric	Dedicated	Sedan/Wagon	135		False	RWD						480.0	111.0	53.0		151	120			[]
656fa0b600da217b6e1af043	13230	41		1.0	351	29	Kona Electric	2023	https://afdc.energy.gov/vehicles/search/files/u/light_autos/photos/13230/photo_upload/d0ad1b17bf195a9f3563c39926c3e0b8.jpg?cbbc8fffcd	258		Auto	e-motor	TBD	nan	TBD		Hyundai	http://www.hyundaiusa.com/	ELEC	Electric	Dedicated	SUV	120		False	FWD	7.2	75	4	26	214	356.0	180.0	64.0	5	132	106			[]
